epoch,classification_loss,feature_loss,loss
0,6.515046577453614,0.1475682683289051,2.6945596504211426
0,6.328857822418213,0.11729133761487902,2.601917934417725
0,5.912534446716308,0.07343775107059627,2.4090764999389647
0,5.303454132080078,0.06379435548791662,2.1596582984924315
0,4.585480194091797,0.07209846194367855,1.8774511766433717
0,3.760462532043457,0.039657945949584245,1.5279797887802125
0,2.8647070026397703,0.06170267486944794,1.1829044342041015
0,2.013258571624756,0.04055709601379931,0.8296376943588257
0,1.3347413778305053,0.04525900107808411,0.5610519635677338
0,0.8579540634155274,0.03961975451093167,0.36695348799228666
0,0.5740598177909851,0.03090271512977779,0.24816556334495543
0,0.3608138680458069,0.02168311592657119,0.15733542144298554
0,0.251909938454628,0.024275244660675526,0.11532912343740463
0,0.20073055863380432,0.018014414780773223,0.09110087409615517
0,0.16070313960313798,0.0161194815102499,0.0739529463648796
0,0.13249448150396348,0.012952570968773216,0.06076933592557907
0,0.1241736164689064,0.015608625346794724,0.05903462290763855
0,0.10285278737545013,0.010501678786240518,0.047442122995853424
0,0.1094011288881302,0.010657559984829278,0.05015498861670494
0,0.0888833874464035,0.007676220384892077,0.04015908777713775
0,0.09511561065912247,0.013248146696714685,0.045995133593678475
0,0.08575182974338531,0.00657905753236264,0.038248167410492896
0,0.08683986321091652,0.006562089800136164,0.03867319993674755
0,0.08427180364727974,0.008481628964655102,0.0387976997345686
0,0.08206028252840042,0.008671502959914505,0.038027015775442125
0,0.08343067049980163,0.013830171080771834,0.041670372411608696
0,0.0792048379778862,0.011142981052398682,0.03836772471666336
0,0.08228166043758392,0.007964261749293655,0.037691221982240675
0,0.08286521852016449,0.01427295465953648,0.04170986123383045
0,0.07400614216923714,0.013410637699998916,0.037648840472102166
0,0.07185582876205444,0.006324562903027981,0.03253707021474838
0,0.07525713384151458,0.005458095193607733,0.03337771125137806
0,0.07801210448145866,0.004700521196937189,0.03402515530586243
0,0.07770342200994491,0.009328515634406358,0.036678478717803956
0,0.07529288917779922,0.0075606163474731146,0.03465352609753609
0,0.0726887771487236,0.004311109157279134,0.03166217662394047
0,0.0742741297185421,0.010156792737543583,0.03580372780561447
0,0.07654799222946167,0.012656087402720005,0.03821284964680672
0,0.07623405367136002,0.006877112549263984,0.0346198895573616
0,0.07886443078517914,0.007183451493037864,0.035855844020843505
0,0.07550890281796456,0.007151649477891624,0.03449455186724663
0,0.07388835415244102,0.005402229847386479,0.032796680182218554
0,0.07135548800230027,0.004261046487372368,0.0310988237708807
0,0.0747791999578476,0.008242914055008441,0.03485742919147015
0,0.07435145691037177,0.006632494698278606,0.03372008040547371
0,0.07724191799759865,0.009664542308892124,0.03669549316167831
0,0.07712489277124406,0.012918282382888719,0.0386009269952774
0,0.07692460745573043,0.006139211653498932,0.03445337019860745
0,0.07934619262814521,0.007634891294874251,0.036319412887096406
0,0.07470652177929878,0.005140931794885546,0.03296716846525669
