epoch,classification_loss,feature_loss,loss
0,6.508079319000244,0.13877340726554394,2.6864958381652833
0,6.347665596008301,0.12536755323410034,2.614286823272705
0,5.915816745758057,0.09426393128931522,2.4228850841522216
0,5.281001262664795,0.09225048910826444,2.167750816345215
0,4.509812545776367,0.06893839560449123,1.8452880907058715
0,3.6732144355773926,0.05997697088867426,1.505271978378296
0,2.7718581771850586,0.05694285014644265,1.1429089975357056
0,1.9221816301345824,0.05160787301138044,0.7998373913764953
0,1.2808949041366577,0.056736512817442415,0.5463998866081238
0,0.7963393330574036,0.042441586945205924,0.34400069296360014
0,0.5589448368549347,0.03444292640313506,0.24424369871616364
0,0.35422548711299895,0.03682780203409493,0.16378687888383867
0,0.25155326545238493,0.033930395487695934,0.12097954660654069
0,0.2016162896156311,0.026464663380756974,0.09652531564235688
0,0.16629442423582078,0.028342487830668686,0.08352326542139053
0,0.14883027076721192,0.027614136841148138,0.0761005924642086
0,0.12270916372537613,0.018169325850903986,0.05998526193201542
0,0.11553388684988022,0.013272250902373344,0.05417690619826317
0,0.10642941981554031,0.010195032833144069,0.04868878901004791
0,0.09921288385987281,0.010057651824317872,0.045719745457172396
0,0.08701502248644828,0.01165585794718936,0.04179952450096607
0,0.09198221266269684,0.015684658891987054,0.04620368130505085
0,0.08344950139522553,0.00753362035844475,0.03789997309446335
0,0.0810808664560318,0.009193780240602792,0.03794861525297165
0,0.08191275805234909,0.007428822524379939,0.03722239732742309
0,0.08258233144879341,0.010433890876593068,0.039293267726898194
0,0.07921642810106277,0.012874987046234309,0.03941156387329101
0,0.0787629146873951,0.00949105023406446,0.037199797257781025
0,0.07818389058113098,0.010699774988461285,0.03769342184066773
0,0.07828665748238564,0.009232005439698696,0.036853866502642635
0,0.07447124555706978,0.010283851732965558,0.03595881000161171
0,0.07797898471355438,0.016467642940115185,0.04107218034565449
0,0.0862416833639145,0.014030594655778258,0.042915031015872955
0,0.07730475321412086,0.008511897078715264,0.0360290402919054
0,0.0827154715359211,0.009593815892003477,0.03884247899055481
0,0.0808577747642994,0.012268875224981457,0.039704436138272285
0,0.07326717838644982,0.00913374116178602,0.03478711627423763
0,0.081670623421669,0.017005715519189835,0.0428716791421175
0,0.07687278270721436,0.008711518709314987,0.03597602523863316
0,0.07685349777340889,0.0054613626759964975,0.034018217027187346
0,0.0764573273062706,0.015470716352574528,0.039865361675620076
0,0.07285837456583977,0.01121044588740915,0.035869618430733684
0,0.07637586131691933,0.009854372108820826,0.036462967991828917
0,0.08116460099816322,0.013854263660032302,0.040778399556875226
0,0.07526539027690887,0.012065624888055026,0.03734553188085556
0,0.08340225771069526,0.013620805530808865,0.0415333878993988
0,0.07845430105924606,0.012985281314468012,0.0391728900372982
0,0.07682930871844292,0.009078383480664342,0.03617875427007675
0,0.06897618651390075,0.006178866892587394,0.03129779540002346
0,0.07063435941934586,0.006544578443281352,0.032180491089820865
