0,2.0,0.6855689942836761
0,4.0,0.7662231981754303
0,6.0,0.8118580758571625
0,8.0,0.8483222246170044
0,10.0,0.8384805738925933
0,12.0,0.827604103088379
0,14.0,0.8297079980373383
0,16.0,0.785381019115448
0,18.0,0.8021529495716095
0,20.0,0.7948205173015594
0,22.0,0.7980151057243348
0,24.0,0.8142073094844818
0,26.0,0.8375181734561921
0,28.0,0.8292349874973297
0,30.0,0.8482178926467896
0,32.0,0.839900678396225
0,34.0,0.8347736477851868
0,36.0,0.8459593772888183
0,38.0,0.8429723799228668
0,40.0,0.8293707966804504
0,42.0,0.8363298714160919
0,44.0,0.8472380220890046
0,46.0,0.8658780872821807
0,48.0,0.8526423215866089
0,50.0,0.8558823645114899
0,52.0,0.8542495191097259
0,54.0,0.8540974617004394
0,56.0,0.8430306255817414
0,58.0,0.860905396938324
0,60.0,0.8622459650039673
0,62.0,0.8500773787498475
0,64.0,0.8671190798282623
0,66.0,0.8596666872501373
0,68.0,0.8317892551422119
0,70.0,0.8560243427753449
0,72.0,0.8558034002780914
0,74.0,0.851240360736847
0,76.0,0.8491198778152466
0,78.0,0.8582536518573761
0,80.0,0.8331283748149871
0,82.0,0.841495829820633
0,84.0,0.8406024038791656
0,86.0,0.868191260099411
0,88.0,0.8627042889595031
0,90.0,0.8551270604133606
0,92.0,0.8467840909957886
0,94.0,0.8529229879379272
0,96.0,0.8387967824935914
0,98.0,0.8593464195728302
0,100.0,0.8493276476860047
